Release Year,ID,Name
1941,7349,The Officer and the Lady
1941,7362,The Gay Falcon
1941,7363,Puddin' Head
1941,7364,Burma Convoy
1941,7365,The Big Store
1941,7366,Bullets for O'Hara
1941,7366,The Gang's All Here
1941,7367,Dance Hall
1941,7367,Host to a Ghost
1941,7368,Dressed to Kill
1941,7369,Last of the Duanes
1941,7370,Charlie Chan in Rio
1941,7371,The Get-Away
1941,7372,The Bandit Trail
1941,7373,Some More of Samoa
1941,7374,Among the Living
1943,7375,The Flying Jalopy
1941,7376,In the Navy
1941,7377,Men of the Timberland
1941,7380,Look Who's Laughing
1941,7382,Sullivan's Travels
1941,7383,They Met in Bombay
1942,7384,Sealed Lips
1941,7387,The Parson of Panamint
1941,7388,Kansas Cyclone
1941,7389,Boogie Woogie Bugle Boy of Company 'B'
1941,7391,Law of the Tropics
1941,7392,The Smiling Ghost'
1941,7394,Dynamite Canyon
1943,7396,Forever and a Day
1942,7398,Minnesota: 'Land of Plenty'
1941,7403,The Medico of Painted Springs
1941,7406,Two Latins from Manhattan
1941,7408,You'll Never Get Rich
1941,7409,Here Comes Mr. Jordan
1941,7410,Our Wife
1941,7411,Two in a Taxi
1941,7413,Ellery Queen and the Perfect Crime
1942,7415,Fraidy Cat
1941,7416,King of the Texas Rangers
1941,7417,Mexican Spitfire's Baby
1941,7435,Murder by Invitation
1941,7437,Six-Gun Gold
1941,7438,Charley's Aunt
1941,7439,Wild Geese Calling
1943,7440,The Outlaw
1941,7441,Barnacle Bill
1941,7443,Billy the Kid in Santa Fe
1941,7444,Double Cross
1941,7445,Gangs of Sonora
1941,7446,Hurricane Smith
1943,7447,Donald's Tire Trouble
1941,7450,The Little Foxes
1942,7451,Glen Gray and His Casa Loma Orchestra
1941,7452,Kings of the Turf
1941,7453,Moonlight in Hawaii
1941,7454,The Prime Minister
1941,7456,Nine Lives Are Not Enough
1941,7457,The Maltese Falcon
1941,7459,Rawhide Rangers
1941,7462,Desperate Cargo
1941,7462,Robinson Crusoe Jr.
1941,7463,Gambling Daughters
1941,7464,The Prime Minister
1941,7467,Life Begins for Andy Hardy
1942,7468,Reap the Wild Wind
1941,7469,Bahama Passage
1939,7470,Come On George!
1942,7471,Jail House Blues
1941,7472,Weekend for Three
1941,7473,Flying Cadets
1941,7474,Ringside Maisie
1942,7475,Porky's Cafe
1941,7477,Wabbit Twouble
1942,7478,Lights Fantastic
1941,7479,Marry the Boss's Daughter
1941,7480,How Green Was My Valley
1941,7481,We Go Fast
1941,7482,Man at Large
1941,7483,The Riders of the Purple Sage
1941,7484,Week-End in Havana
1941,7485,Unexpected Uncle
1941,7490,Father Steps Out
1941,7491,Smilin' Through
1941,7493,Citadel of Crime (I)
1941,7494,Rookie Revue
1941,7495,Fugitive Valley
1942,7496,Cactus Makes Perfect
1941,7497,The Lone Rider in Frontier Fury
1942,7498,Obliging Young Lady
1941,7499,King of Dodge City
1941,7500,Down in San Diego
1941,7502,Glamour Boy
1941,7504,One Foot in Heaven
1941,7505,They Died with Their Boots On
1941,7506,Dr. Kildare's Wedding Day
1941,7507,Niagara Falls
1941,7508,Tanks a Million
1941,7509,Mob Town
1941,7511,Three Girls About Town
1941,7512,Thunder Over the Prairie
1941,7513,Roaring Frontiers
1941,7514,Man From Montana
1941,7515,Raiders of the Desert
1942,7516,Mother Goose on the Loose
1941,7517,Porky's Pooch
1942,7518,Jungle Book
1941,7519,Hellzapoppin'
1941,7520,You Belong to Me
1941,7522,Rags to Riches
1941,7523,Holt of the Secret Service
1941,7536,Sundown
1942,7538,Porky's Pastry Pirates
1942,7538,The Remarkable Andrew
1942,7539,Aloha Hooey
1941,7539,Blues in the Night
1941,7540,International Lady
1941,7544,Ice-Capades
1941,7545,Bowery Blitzkrieg
1941,7546,The Masked Rider
1941,7548,Riders of the Timberline
1941,7550,Whistling in the Dark
1941,7551,The Men in Her Life
1942,7552,Loco Boy Makes Good
1942,7553,Riding the Wind
1941,7555,Reg'lar Fellers
1941,7556,Flying Blind
1941,7558,The Lone Rider Ambushed
1941,7563,Small Town Deb
1941,7564,Great Guns
1941,7565,Moon Over Her Shoulder
1941,7566,Swamp Water
1941,7567,Cadet Girl
1941,7568,Double Trouble
1941,7568,This Woman Is Mine
1942,7569,What's the Matador?
1941,7570,Playmates
1941,7572,Prairie Stranger
1941,7573,"Go West, Young Lady"
1941,7574,Harmon of Michigan
1941,7575,The Stork Pays Off
1942,7576,Sweater Girl
1942,7577,Beyond the Blue Horizon
1941,7578,Louisiana Purchase
1941,7579,Doctors Don't Tell
1941,7580,The Blonde From Singapore
1941,7584,Unholy Partners
1941,7585,All-American Co-Ed
1941,7586,Scattergood Meets Broadway
1941,7587,Married Bachelor
1942,7588,Four Jacks and a Jill
1941,7589,Outlaws of Cherokee Trail
1942,7591,The Draft Horse
1941,7593,When Ladies Meet
1941,7595,Gentleman from Dixie
1941,7597,The Pittsburgh Kid
1941,7598,Arizona Cyclone
1941,7600,The Kid from Kansas
1942,7601,Fly-By-Night
1941,7604,Bad Man of Deadwood
1941,7606,The Feminine Touch
1942,7607,Overland Mail
1941,7608,I Killed That Man
1941,7612,I Was a Prisoner on Devil's Island
1948,7615,Hidden Danger
1941,7623,The Apache Kid
1941,7624,Tarzan's Secret Treasure
1941,7624,The Body Disappears
1942,7625,Crazy Cruise
1942,7626,The Mad Doctor of Market Street
1942,7627,Captains of the Clouds
1942,7628,The Man Who Came to Dinner
1941,7630,All Through the Night
1942,7633,Land of the Open Range
1941,7634,Honky Tonk
1941,7635,Badlands of Dakota
1941,7637,The Driftin' Kid
1941,7638,Stick to Your Guns
1941,7639,Twilight on the Trail
1941,7640,Let's Go Collegiate
1941,7642,Dangerous Lady
1942,7643,Lone Star Vigilantes
1941,7644,Spooks Run Wild
1941,7647,I Wake Up Screaming
1941,7648,Confirm or Deny
1942,7650,Bombay Clipper
1941,7651,Death Valley Outlaws
1942,7653,A Date with the Falcon
1941,7654,Miss Polly
1941,7656,The Chocolate Soldier
1941,7658,Mercy Island
1941,7659,Sailors on Leave
1942,7676,Henry and Dizzy
1941,7677,Pacific Blackout
1941,7680,Jungle Man
1942,7681,Young America
1942,7682,Lone Star Ranger
1942,7683,Spanish Fiesta
1941,7686,Billy the Kid Wanted
1941,7687,Two-Faced Woman
1942,7688,Call Out the Marines
1941,7690,Steel Against the Sky
1941,7694,Fiesta
1942,7694,The Male Animal
1941,7696,Down Mexico Way
1941,7698,Appointment for Love
1941,7700,Hard Guy
1941,7701,Tonto Basin Outlaws
1941,7702,South of Tahiti
1941,7704,Mr. Celebrity
1941,7705,Jesse James at Bay
1942,7706,Come on Danger
1941,7707,Rhapsody in Rivets
1941,7707,Shadow of the Thin Man
1942,7708,The Yukon Patrol
1941,7709,Keep 'Em Flying
1942,7709,The Vanishing Private
1941,7710,Riding the Sunset Trail
1941,7713,Remember the Day
1941,7714,Rise and Shine
1942,7715,Son of Fury: The Story of Benjamin Blake
1942,7716,Night in New Orleans
1941,7717,The Lone Rider Fights Back
1941,7718,Gauchos of El Dorado
1941,7720,Atlantic Ferry
1942,7721,Wild Bill Hickok Rides
1942,7723,Joan of Paris
1941,7723,You're in the Army Now
1941,7724,Never Give a Sucker an Even Break
1941,7725,No Hands on the Clock
1942,7727,The Hollywood Matador
1941,7728,It Started with Eve
1941,7731,The Royal Mounted Patrol
1942,7732,Bullets for Bandits
1941,7734,Sierra Sue
1941,7739,The Night Before Christmas
1942,7742,Double Chaser
1942,7743,Horton Hatches the Egg
1942,7745,Who's Who in the Zoo
1941,7748,Top Sergeant Mulligan
1941,7763,Fighting Bill Fargo
1942,7764,Valley of the Sun
1942,7765,Thundering Hoofs
1941,7766,Public Enemies
1941,7768,Sing for Your Supper
1942,7775,Don't Get Personal
1941,7781,The Corsican Brothers
1942,7782,The Lady Has Plans
1942,7783,The Fleet's In
1941,7784,Kathleen
1941,7785,The Devil Pays Off
1942,7789,Sing Your Worries Away
1941,7790,Billy the Kid's Round-up
1942,7794,Lady for a Night
1941,7796,The Miracle Kid
1942,7800,The Magnificent Ambersons
1942,7802,The Wabbit Who Came to Supper
1941,7803,Babes on Broadway
1941,7804,"H.M. Pulham, Esq."
1942,7804,The Army Mascot
1941,7805,Design for Scandal
1941,7806,Swamp Woman
1942,7811,North of the Rockies
1941,7812,Riders of the Badlands
1941,7813,Tuxedo Junction
1941,7820,The Perfect Snob
1942,7821,Castle in the Desert
1942,7822,The Lady Is Willing
1942,7823,Juke Girl
1941,7824,Confessions of Boston Blackie
1942,7825,Blondie Goes to College
1941,7826,Honolulu Lu
1942,7828,West of Tombstone
1942,7829,Panama Hattie
1942,7830,Syncopation
1942,7831,The Bear and the Beavers
1942,7833,Dog Trouble
1942,7834,To Be or Not to Be
1942,7836,Mexican Spitfire at Sea
1942,7839,Sky Trooper
1942,7841,The Mayor of 44th Street
1941,7842,Dangerously They Live
1942,7844,Woman of the Year
1941,7845,Paris Calling
1941,7847,Ball of Fire
1942,7849,Texas Man Hunt
1942,7850,Dr. Kildare's Victory
1941,7851,Riot Squad
1941,7852,Johnny Eager
1942,7854,Always in My Heart
1944,7855,Arsenic and Old Lace
1941,7856,Ellery Queen and the Murder Ring
1942,7856,In This Our Life
1941,7858,Law of the Timber
1942,7860,The Vanishing Virginian
1942,7861,Captain Midnight [Chapter 1: Mysterious Pilot]
1942,7862,Captain Midnight [Chapter 2: The Stolen Range Finder]
1942,7863,Captain Midnight [Chapter 3: The Captured Plane]
1942,7864,Captain Midnight [Chapter 4: Mistaken Identity]
1942,7865,Captain Midnight [Chapter 5: Ambushed Ambulance]
1942,7866,Captain Midnight [Chapter 6: Weird Waters]
1942,7867,Captain Midnight [Chapter 7: Menacing Fates]
1942,7868,Captain Midnight [Chapter 8: Shells of Evil]
1942,7869,Captain Midnight [Chapter 9: The Drop to Doom]
1942,7870,Captain Midnight [Chapter 10: The Hidden Bomb]
1942,7871,Captain Midnight [Chapter 11: Sky Terror]
1942,7872,Captain Midnight [Chapter 12: Burning Bomber]
1942,7873,Captain Midnight [Chapter 13: ]
1942,7874,Captain Midnight [Chapter 14: ]
1942,7875,Captain Midnight [Chapter 15: The Fatal Hour]
1942,7876,Dr. Broadway
1942,7877,True to the Army
1942,7878,This Gun for Hire
1941,7879,Borrowed Hero
1943,7880,Private Pluto
1942,7881,The Bugle Sounds
1942,7883,We Were Dancing
1942,7884,Song of the Islands
1942,7885,On the Sunny Side
1942,7886,"Blue, White and Perfect"
1942,7887,Tales of Manhattan
1942,7888,Roxie Hart
1942,7889,Hay Foot
1942,7892,Mr. and Mrs. North
1941,7893,Melody Lane
1942,7894,Tombstone: The Town Too Tough to Die
1941,7895,Mr. District Attorney in the Carter Case
1941,7896,Red River Valley
1941,7897,West of Cimarron
1941,7898,Lone Star Law Men
1941,7899,Blonde Comet
1945,7901,I Was a Criminal
1942,7903,The Wacky Wabbit
1942,7904,Bugs Bunny Gets the Boid
1942,7905,Foney Fables
1942,7906,Fresh Hare
1942,7907,The Squawkin' Hawk
1941,7909,Road Agent
1942,7911,The Tuttles of Tahiti
1942,7912,Juke Box Jenny
1942,7916,There's One Born Every Minute
1942,7917,The Lone Rider and the Bandit
1942,7918,Arizona Terrors
1943,7920,Young and Willing
1942,7921,Freckles Comes Home
1942,7922,"Joe Smith, American"
1942,7924,North to the Klondike
1942,7925,Road to Happiness
1942,7927,Powder Town
1942,7928,"Larceny, Inc."
1942,7929,Yankee Doodle Dandy
1942,7943,"Hold the Lion, Please"
1942,7945,Torpedo Boat
1925,7947,The Gold Rush
1942,7948,A Gentleman After Dark
1942,7949,Twin Beds
1942,7966,A Yank on the Burma Road
1942,7967,Born to Sing
1942,7968,Ride 'Em Cowboy
1942,7969,Raiders of the West
1942,7971,The Devil's Trail
1941,7972,The Shanghai Gesture
1941,7973,The Wolf Man
1942,7975,Right to the Heart
1942,7976,To the Shores of Tripoli
1942,7977,A Gentleman at Heart
1942,7978,The Mad Martindales
1942,7979,Moontide
1942,7980,"Take a Letter, Darling"
1943,7982,For Whom the Bell Tolls
1942,7983,The Palm Beach Story
1942,7985,My Favorite Blonde
1942,7986,Are Husbands Necessary?
1942,7987,Nutty News
1942,7987,Tulips Shall Grow
1941,7991,The Gunman from Bodie
1942,7992,Today I Hang
1942,7995,The Strange Case of Doctor Rx
1942,7996,Man from Cheyenne
1942,7997,Cowboy Serenade
1942,7999,Dudes Are Pretty People
1942,8000,My Favorite Spy
1942,8001,Almost Married
1942,8002,The Man Who Returned to Life
1942,8003,Brooklyn Orchid
1943,8004,This Land Is Mine
1942,8005,Pardon My Stripes
1942,8006,Shut My Big Mouth
1942,8007,Two Yanks in Trinidad
1942,8008,A Close Call for Ellery Queen
1942,8009,Canal Zone
1942,8010,"Tramp, Tramp, Tramp"
1942,8011,Blondie's Blessed Event
1942,8012,Private Snuffy Smith
1942,8014,The Bashful Bachelor
1942,8015,Man from Headquarters
1942,8016,Code of the Outlaw
1942,8018,A Tragedy at Midnight
1942,8019,Billy the Kid Trapped
1942,8020,Tough As They Come
1942,8025,Nazi Agent
1942,8027,The Adventures of Martin Eden
1942,8031,Down Rio Grande Way
1942,8032,Broadway Big Shot
1942,8033,This Time for Keeps
1942,8034,Mrs. Miniver
1942,8035,Ace in the Hole
1942,8036,Girls' Town
1942,8037,Shoot Yourself Some Golf
1942,8039,Below the Border
1942,8040,This Was Paris
1942,8041,I Married an Angel
1942,8042,The Courtship of Andy Hardy
1942,8043,About Face
1942,8044,Flying with Music
1942,8045,Bullet Scars
1942,8046,The Big Shot
1942,8047,South of Santa Fe
1943,8048,Journey Into Fear
1942,8049,You're Telling Me
1942,8051,Kid Glove Killer
1942,8052,Law of the Jungle
1942,8053,Prairie Gunsmoke
1942,8056,The Falcon Takes Over
1942,8059,Yokel Boy
1942,8060,Sleepytime Gal
1942,8061,Too Many Women
1942,8062,Mr. Wise Guy
1942,8065,Fox Pop
1942,8067,Hobby Horse-Laffs
1942,8069,Alias Boston Blackie
1942,8070,The Wife Takes a Flyer
1942,8071,The Talk of the Town
1942,8074,Mystery of Marie Roget
1942,8077,Murder in the Big House
1945,8078,So You Think You're Allergic
1942,8080,Rock River Renegades
1942,8081,Vengeance of the West
1942,8084,I Live on Danger
1942,8085,The Night Before the Divorce
1942,8086,My Gal Sal
1942,8087,Rings on Her Fingers
1942,8088,This Above All
1942,8090,Tarzan's New York Adventure
1942,8091,Rio Rita
1942,8092,Saludos Amigos
1942,8097,Ship Ahoy
1942,8098,Heart of the Rio Grande
1942,8100,Mexican Spitfire Sees a Ghost
1942,8102,Fingers at the Window
1942,8103,Tortilla Flat
1942,8104,Drums of the Congo
1942,8105,Black Dragons
1942,8106,Wacky Blackout
1942,8107,Street of Chance
1942,8109,Scattergood Rides High
1942,8111,Stagecoach Express
1942,8112,American Empire
1942,8113,Puss n' Toots
1942,8115,Mokey
1942,8119,Daffy's Southern Exposure
1942,8120,The Hare-Brained Hypnotist
1942,8120,The Sheepish Wolf
1942,8121,The Hep Cat
1942,8123,Sundown Jim
1942,8124,Whispering Ghosts
1942,8125,Who Is Hope Schuyler?
1942,8126,Secret Agent of Japan
1942,8127,The Man Who Wouldn't Die
1942,8128,Ten Gentlemen from West Point
1942,8129,The Ghost of Frankenstein
1943,8130,Figaro and Cleo
1942,8131,Raiders of the Range
1941,8133,Dangerous Moonlight
1942,8134,What's Cookin'? (I)
1942,8135,The Dawn Express
1942,8137,The Bowling Alley-Cat
1942,8138,Professor Creeps
1942,8139,My Heart Belongs to Daddy
1942,8140,Mrs. Wiggs of the Cabbage Patch
1942,8146,The Dover Boys at Pimento University or The Rivals of Roquefort Hall
1942,8151,The Valley of Vanishing Men
1942,8156,The Affairs of Jimmy Valentine
1942,8158,Her Cardboard Lover
1942,8159,Man with Two Lives
1942,8160,Gopher Goofy
1942,8161,House of Errors
1942,8164,Shepherd of the Ozarks
1942,8165,Desperate Journey
1942,8166,I Was Framed
1942,8171,Ghost Town Law
1942,8172,"Jesse James, Jr."
1942,8177,Sunset on the Desert
1942,8180,Klondike Fury
1942,8181,Junior G-Men of the Air [Chapter 1: Wings Aflame]
1942,8181,Lady Gangster
1942,8182,Junior G-Men of the Air [Chapter 2: Plunge of Peril]
1942,8183,Junior G-Men of the Air [Chapter 3: Hidden Danger]
1942,8184,Junior G-Men of the Air [Chapter 4: The Tunnel of Terror]
1942,8185,Junior G-Men of the Air [Chapter 5: The Black Dragon Strikes]
1942,8186,Junior G-Men of the Air [Chapter 6: Flaming Havoc]
1942,8187,Junior G-Men of the Air [Chapter 7: The Death Mist]
1942,8188,Junior G-Men of the Air [Chapter 8: Satan Fires the Fuse]
1942,8189,Junior G-Men of the Air [Chapter 9: Satanic Sabotage]
1942,8190,Junior G-Men of the Air [Chapter 10: Trapped in a Blazing Chute]
1942,8191,Junior G-Men of the Air [Chapter 11: Undeclared War]
1942,8192,Junior G-Men of the Air [Chapter 12: Civilian Courage Conquers]
1942,8192,My Favorite Duck
1942,8195,Case of the Missing Hare
1942,8198,Ding Dog Daddy
1942,8199,The Girl from Alaska
1942,8200,Butch Minds the Baby
1942,8201,Friendly Enemies
1942,8202,Miss Annie Rooney
1942,8205,For the Common Defense!
1942,8206,The Panther's Claw
1942,8207,The Glass Key
1942,8208,"Henry Aldrich, Editor"
1942,8213,Frisco Lil
1942,8228,Not a Ladies' Man
1942,8229,"Hello, Annapolis"
1942,8232,Parachute Nurse
1942,8233,So's Your Aunt Emma!
1942,8234,Submarine Raider
1942,8235,Eatin' on the Cuff or The Moth Who Came to Dinner
1943,8236,Pluto and the Armadillo
1942,8237,Pigeon Patrol
1942,8239,The Magnificent Dope
1942,8244,Sunday Punch
1943,8246,The Constant Nymph
1942,8247,Smart Alecks
1943,8247,The Hard Way
1942,8248,Across the Pacific
1943,8252,Three Cheers for the Girls
1942,8253,King of the Stallions
1942,8255,Road to Morocco
1942,8257,Calling Dr. Gillespie
1942,8259,"Hi, Neighbor"
1942,8260,Home in Wyomin'
1942,8261,Blitz Wolf
1942,8262,Lady in a Jam
1942,8263,Three Smart Saps
1942,8264,The Mad Monster
1942,8266,Inside the Law
1942,8268,Saboteur
1942,8269,The Spoilers
1942,8270,The Major and the Minor
1942,8272,Escape from Crime
1942,8273,Grand Central Murder
1942,8274,The Good Job
1942,8275,The Gay Sisters
1942,8276,Spy Ship
1942,8276,The Corpse Vanishes
1942,8277,Boot Hill Bandits
1942,8278,The Affairs of Martha
1942,8279,Maisie Gets Her Man
1942,8280,In Old California
1942,8281,Atlantic Convoy
1942,8282,Flight Lieutenant
1942,8283,Rolling Down the Great Divide
1942,8285,Matri-Phony
1944,8286,Giddy-Yapping
1942,8288,Jackass Mail
1942,8291,Pacific Rendezvous
1942,8295,The Pride of the Yankees
1943,8296,Saddles and Sagebrush
1942,8297,The Ducktators
1942,8300,Priorities on Parade
1942,8301,The Devil with Hitler
1942,8302,Eagle Squadron
1942,8304,It Happened in Flatbush
1942,8306,Remember Pearl Harbor
1943,8307,The Old Army Game
1942,8309,Undercover Man
1942,8311,Stardust on the Sage
1943,8313,Greetings Bait
1943,8314,Jack-Wabbit and the Beanstalk
1942,8317,Let's Get Tough!
1942,8318,She's in the Army
1942,8319,Army Surgeon
1942,8322,Highways by Night
1942,8324,Men of San Quentin
1942,8325,Scattergood Survives a Murder
1942,8326,Gallant Lady
1942,8329,Broadway
1942,8330,The Film That Was Lost
1943,8332,Bombs Over Burma
1942,8334,The McGuerins from Brooklyn
1942,8338,So You Think You Need Glasses
1942,8340,Rubber Racketeers
1942,8341,"Now, Voyager"
1942,8342,Billy the Kid's Smoking Guns
1942,8343,Crossroads
1942,8346,Pierre of the Plains
1942,8347,Private Buckaroo
1942,8348,Romance on the Range
1942,8350,Outlaws of Boulder Pass
1942,8351,I Married a Witch
1944,8352,The Great Moment
1943,8353,Happy Go Lucky
1943,8354,Lady Bodyguard
1942,8355,Strictly in the Groove
1942,8356,Eyes of the Underworld
1942,8360,A Tale of Two Kitties
1942,8374,Wake Island
1942,8375,The Lone Rider in Texas Justice
1942,8376,Danger in the Pacific
1942,8377,Down Texas Way
1942,8379,The Cyclone Kid
1943,8381,Calaboose
1942,8383,Top Sergeant
1942,8384,Somewhere I'll Find You
1942,8385,The Big Street
1942,8386,The Loves of Edgar Allan Poe
1942,8387,Thru Different Eyes
1942,8388,Footlight Serenade
1942,8390,Moonlight Masquerade
1943,8392,They Stooge to Conga
1943,8394,Coal Black and de Sebben Dwarfs
1942,8396,Bandit Ranger
1942,8397,Apache Trail
1942,8398,They Raid by Night
1942,8401,S.O.S. Coast Guard
1942,8402,A-Haunting We Will Go
1942,8405,Fine Feathered Friend
1942,8406,Tumbleweed Trail
1942,8407,Texas Trouble Shooters
1942,8408,Counter-Espionage
1942,8409,Blondie for Victory
1942,8410,A Man's World
1942,8411,Sabotage Squad
1942,8412,Overland to Deadwood
1942,8413,The Phantom Plainsmen
1942,8417,The Pied Piper
1942,8418,Orchestra Wives
1942,8419,Thunder Birds [Soldiers of the Air]
1942,8420,Iceland
1942,8421,The Black Swan
1942,8422,The Postman Didn't Ring
1942,8424,Berlin Correspondent
1942,8425,Sock-a-Bye Baby
1942,8427,Prisoner of Japan
1943,8429,Back from the Front
1943,8432,The Unbearable Bear
1942,8433,The Impatient Patient
1943,8434,Mexican Police on Parade
1943,8438,Air Force
1942,8439,Secret Enemies
1942,8440,Gentleman Jim
1942,8457,Casablanca
1942,8457,Sherlock Holmes and the Voice of Terror
